[00:00:00.000 --> 00:00:00.360]   Música
[00:19:01.600 --> 00:19:02.780]   E a lei
[00:19:02.780 --> 00:19:03.140]   Divina
[00:19:03.140 --> 00:19:03.280]   Então
[00:19:03.280 --> 00:19:03.440]   Nesse
[00:19:03.440 --> 00:19:03.720]   Primeiro
[00:19:03.720 --> 00:19:03.980]   Mandar
[00:19:03.980 --> 00:19:04.100]   A gente
[00:19:04.100 --> 00:19:04.440]   Sabera
[00:19:04.440 --> 00:19:04.780]   O que?
[00:19:04.780 --> 00:19:06.340]   O monoteiro
[00:19:06.340 --> 00:19:07.020]   Você deve
[00:19:07.020 --> 00:19:07.420]   Adorar
[00:19:07.420 --> 00:19:08.480]   Somente
[00:19:08.480 --> 00:19:09.420]   A Deus
[00:19:09.420 --> 00:19:10.180]   E é isso
[00:19:10.180 --> 00:19:10.340]   Que
[00:19:10.340 --> 00:19:10.840]   Distinguia
[00:19:10.840 --> 00:19:11.260]   O povo
[00:19:11.260 --> 00:19:12.020]   Dos outros
[00:19:12.020 --> 00:19:12.420]   Povos
[00:19:12.420 --> 00:19:13.400]   Não seria
[00:19:13.400 --> 00:19:13.660]   Tão
[00:19:13.660 --> 00:19:14.380]   Controverso
[00:19:14.380 --> 00:19:15.660]   Se
[00:19:15.660 --> 00:19:16.140]   Se Deus
[00:19:16.140 --> 00:19:16.580]   Existisse
[00:19:16.580 --> 00:19:16.860]   Apenas
[00:19:16.860 --> 00:19:17.140]   Que eles
[00:19:17.140 --> 00:19:17.780]   Adorassem
[00:19:17.780 --> 00:19:17.940]   Como
[00:19:17.940 --> 00:19:18.160]   Deus
[00:19:18.160 --> 00:19:18.840]   Poderoso
[00:19:18.840 --> 00:19:19.600]   Porque
[00:19:19.600 --> 00:19:21.840]   Pensem o que eu estou querendo mostrar aqui para vocês
[00:19:21.840 --> 00:19:22.760]   Deus
[00:19:22.760 --> 00:19:23.940]   Que se revela lá no Sinai
[00:19:23.940 --> 00:19:24.820]   A verdadeira coisa
[00:19:24.820 --> 00:19:26.920]   Ele não queria que o seu povo
[00:19:26.920 --> 00:19:27.960]   Reconhecesse
[00:19:27.960 --> 00:19:29.140]   Apenas que ele era poderoso
[00:19:29.140 --> 00:19:31.340]   Que ele era um grandioso
[00:19:31.340 --> 00:19:33.280]   Que ele demonstrava ali
[00:19:33.280 --> 00:19:35.140]   A sua mão poderosa
[00:19:35.140 --> 00:19:35.760]   A sua biologia
[00:19:35.760 --> 00:19:36.400]   Ele demonstrou
[00:19:36.400 --> 00:19:38.540]   Ele não queria apenas isso
[00:19:38.540 --> 00:19:39.220]   Ele queria
[00:19:39.220 --> 00:19:41.460]   Que eles o adorassem
[00:19:41.460 --> 00:19:42.200]   Exclusivamente
[00:19:42.200 --> 00:19:42.940]   Algo que
[00:19:42.940 --> 00:19:44.000]   Era distinto
[00:19:44.000 --> 00:19:44.500]   Em outros povos
[00:19:44.500 --> 00:19:45.320]   Outros povos adoravam
[00:19:45.320 --> 00:19:45.940]   Vários deles
[00:19:45.940 --> 00:19:47.700]   Existem vários povos antigos
[00:19:47.700 --> 00:19:49.260]   Que falam sobre a origem do universo
[00:19:49.260 --> 00:19:50.580]   E vão sempre falar
[00:19:50.580 --> 00:19:51.420]   É um Deus
[00:19:51.420 --> 00:19:52.600]   Lutando contra o Deus
[00:19:52.600 --> 00:19:53.960]   Ou é um Deus
[00:19:53.960 --> 00:19:54.680]   Como a deusa
[00:19:54.680 --> 00:19:56.500]   Que formaram lá o universo
[00:19:56.500 --> 00:19:56.920]   É um Deus
[00:19:56.920 --> 00:19:57.760]   Que mata o nome do Deus
[00:19:57.760 --> 00:19:58.400]   E dá carcaça
[00:19:58.400 --> 00:19:58.900]   Nesse Deus
[00:19:58.900 --> 00:20:01.260]   Que constrói o universo
[00:20:01.260 --> 00:20:02.400]   A ideia
[00:20:02.400 --> 00:20:03.380]   Monoteísta
[00:20:03.380 --> 00:20:03.820]   É uma ideia
[00:20:03.820 --> 00:20:05.780]   Que a vida nos apresenta
[00:20:05.780 --> 00:20:06.580]   Não é uma ideia comum
[00:20:06.580 --> 00:20:08.000]   Até tem um livro
[00:20:08.000 --> 00:20:09.200]   Fazendo parte disso aqui
[00:20:09.200 --> 00:20:12.100]   Tem um livro muito conhecido
[00:20:12.100 --> 00:20:13.940]   Talvez um dos mais conhecidos
[00:20:13.940 --> 00:20:15.060]   Do Freud
[00:20:15.060 --> 00:20:15.980]   Que chama
[00:20:15.980 --> 00:20:16.980]   Moisés e o monoteísmo
[00:20:16.980 --> 00:20:17.920]   Já ouviu falar desse livro?
[00:20:17.920 --> 00:20:19.180]   Esse livro
[00:20:19.180 --> 00:20:19.580]   O Freud
[00:20:19.580 --> 00:20:20.140]   Ele faz
[00:20:20.140 --> 00:20:23.700]   Eu vou chamar de sugestões
[00:20:23.700 --> 00:20:24.440]   Aparece lá
[00:20:24.440 --> 00:20:25.100]   Umas teses
[00:20:25.100 --> 00:20:25.340]   Mas
[00:20:25.340 --> 00:20:28.160]   Ele basicamente
[00:20:28.160 --> 00:20:28.800]   Depende de duas teses
[00:20:28.800 --> 00:20:29.240]   A primeira
[00:20:29.240 --> 00:20:30.700]   É que Moisés
[00:20:30.700 --> 00:20:31.940]   Tem a ver com o monoteísmo
[00:20:31.940 --> 00:20:33.200]   Eles chamam Moisés e o monoteísmo
[00:20:33.200 --> 00:20:33.860]   Mas a primeira
[00:20:33.860 --> 00:20:34.320]   É que Moisés
[00:20:34.320 --> 00:20:35.180]   Não era judeu
[00:20:35.180 --> 00:20:36.380]   Era egípcio
[00:20:36.380 --> 00:20:37.880]   Só que aí
[00:20:37.880 --> 00:20:39.000]   Era o egípcio
[00:20:39.000 --> 00:20:39.820]   Foi para lá
[00:20:39.820 --> 00:20:40.160]   Israel
[00:20:40.160 --> 00:20:41.040]   E acabou libertando
[00:20:41.040 --> 00:20:42.020]   Libertou o povo lá
[00:20:42.020 --> 00:20:42.980]   Do Egito
[00:20:42.980 --> 00:20:44.320]   Mas aí depois
[00:20:44.320 --> 00:20:45.640]   Para construir uma história melhor
[00:20:45.640 --> 00:20:46.500]   Que se adequa melhor
[00:20:46.500 --> 00:20:47.080]   Ao bom judeu
[00:20:47.080 --> 00:20:48.080]   Eles mudaram a história
[00:20:48.080 --> 00:20:49.240]   E ao invés de falarem
[00:20:49.240 --> 00:20:50.160]   Que Moisés era egípcio
[00:20:50.160 --> 00:20:51.340]   Eles construíram aquela história
[00:20:51.340 --> 00:20:51.980]   Lá que está narrada
[00:20:51.980 --> 00:20:53.820]   Enfim
[00:20:53.820 --> 00:20:54.940]   Depois de falar isso
[00:20:54.940 --> 00:20:55.720]   Ele fala também
[00:20:55.720 --> 00:20:58.000]   Que não só Moisés era egípcio
[00:20:58.000 --> 00:20:59.100]   Como Moisés
[00:20:59.100 --> 00:20:59.920]   Devou do Egito
[00:20:59.920 --> 00:21:00.960]   O monoteísmo para a história
[00:21:00.960 --> 00:21:02.680]   O que ele vai falar
[00:21:02.680 --> 00:21:03.740]   Que tem um faraó
[00:21:03.740 --> 00:21:05.500]   Um símbolo lá
[00:21:05.500 --> 00:21:07.520]   A menófis
[00:21:07.520 --> 00:21:08.780]   É isso
[00:21:08.780 --> 00:21:10.920]   Ele chamava a menófis
[00:21:10.920 --> 00:21:13.180]   E aí ele trocou o nome dele
[00:21:13.180 --> 00:21:14.460]   Para Akenatón
[00:21:14.460 --> 00:21:15.320]   Akenatón
[00:21:15.320 --> 00:21:16.740]   Exatamente por causa
[00:21:16.740 --> 00:21:17.680]   Dessa perspectiva
[00:21:17.680 --> 00:21:18.380]   Que ele acreditava
[00:21:18.380 --> 00:21:19.240]   Em um poder chamado
[00:21:19.240 --> 00:21:19.720]   Atom
[00:21:19.720 --> 00:21:20.960]   Que tinha que adorar
[00:21:20.960 --> 00:21:21.500]   E começou
[00:21:21.500 --> 00:21:21.980]   Dessa ideia
[00:21:21.980 --> 00:21:22.520]   Lá do Egito
[00:21:22.520 --> 00:21:23.600]   E quem Moisés
[00:21:23.600 --> 00:21:24.080]   Levou
[00:21:24.080 --> 00:21:24.720]   Essa ideia
[00:21:24.720 --> 00:21:25.300]   Do Egito
[00:21:25.300 --> 00:21:26.360]   Para
[00:21:26.360 --> 00:21:27.620]   O povo de Israel
[00:21:27.620 --> 00:21:29.060]   Irmãos
[00:21:29.060 --> 00:21:29.300]   Assim
[00:21:29.300 --> 00:21:30.840]   Eu fico impressionado
[00:21:30.840 --> 00:21:31.280]   Com o pessoal
[00:21:31.280 --> 00:21:31.740]   Da moral
[00:21:31.740 --> 00:21:33.720]   Que você vê o livro
[00:21:33.720 --> 00:21:34.880]   Assim
[00:21:34.880 --> 00:21:35.960]   Não existe sem evidência
[00:21:35.960 --> 00:21:36.780]   É só um tanto
[00:21:36.780 --> 00:21:37.380]   De conjetura
[00:21:37.380 --> 00:21:38.520]   O próprio Freud
[00:21:38.520 --> 00:21:39.080]   Fala no livro
[00:21:39.080 --> 00:21:39.780]   Eu sei que meus
[00:21:39.780 --> 00:21:40.640]   Tem gente vão falar
[00:21:40.640 --> 00:21:41.640]   Mas aqui é só
[00:21:41.640 --> 00:21:42.660]   Uma possibilidade
[00:21:42.660 --> 00:21:43.540]   Só que você vê
[00:21:43.540 --> 00:21:44.000]   Ele tratando
[00:21:44.000 --> 00:21:44.300]   Ele tratando
[00:21:44.300 --> 00:21:45.420]   Como se aquilo fosse real
[00:21:45.420 --> 00:21:46.560]   Não é assim
[00:21:46.560 --> 00:21:47.860]   Vai saber
[00:21:47.860 --> 00:21:48.680]   Por que o pessoal
[00:21:48.680 --> 00:21:49.180]   Gostam tanto
[00:21:49.180 --> 00:21:50.300]   Dessas viagens
[00:21:50.300 --> 00:21:51.660]   O que eu estou
[00:21:51.660 --> 00:21:52.140]   Querendo mostrar
[00:21:52.140 --> 00:21:52.320]   É
[00:21:52.320 --> 00:21:53.040]   O monoteísmo
[00:21:53.040 --> 00:21:53.700]   É algo
[00:21:53.700 --> 00:21:54.900]   Claro
[00:21:54.900 --> 00:21:55.840]   Pela história
[00:21:55.840 --> 00:21:57.460]   Que é uma característica
[00:21:57.460 --> 00:21:58.000]   Do povo
[00:21:58.000 --> 00:21:58.740]   Independente
[00:21:58.740 --> 00:21:59.500]   Dos outros povos
[00:21:59.500 --> 00:22:00.460]   Eles eram
[00:22:00.460 --> 00:22:01.780]   Adoravam
[00:22:01.780 --> 00:22:02.740]   Exclusivamente
[00:22:02.740 --> 00:22:03.360]   A Deus
[00:22:03.360 --> 00:22:04.200]   E qual que era
[00:22:04.200 --> 00:22:05.020]   O problema do povo
[00:22:05.020 --> 00:22:06.380]   Não era
[00:22:06.380 --> 00:22:07.860]   Simplesmente
[00:22:07.860 --> 00:22:08.760]   Deixar de adorar
[00:22:08.760 --> 00:22:09.080]   A Deus
[00:22:09.080 --> 00:22:09.460]   Para adorar
[00:22:09.460 --> 00:22:09.880]   A Deus
[00:22:09.880 --> 00:22:10.840]   O problema
[00:22:10.840 --> 00:22:11.500]   Do povo de Israel
[00:22:11.500 --> 00:22:12.320]   Era o problema
[00:22:12.320 --> 00:22:13.260]   Do sincretismo
[00:22:13.260 --> 00:22:14.340]   Eles
[00:22:14.340 --> 00:22:15.540]   Adoravam a Deus
[00:22:15.540 --> 00:22:16.740]   Mas queriam
[00:22:16.740 --> 00:22:17.040]   Adorar
[00:22:17.040 --> 00:22:17.820]   Outros deles
[00:22:17.820 --> 00:22:18.200]   Também
[00:22:18.200 --> 00:22:18.840]   É igual hoje
[00:22:18.840 --> 00:22:20.140]   Igual hoje
[00:22:20.140 --> 00:22:21.040]   Acontece com as vezes
[00:22:21.040 --> 00:22:22.320]   Muitos cristãos
[00:22:22.320 --> 00:22:23.400]   Gostam
[00:22:23.400 --> 00:22:24.080]   De ir ao culto
[00:22:24.080 --> 00:22:24.980]   Sabem que é importante
[00:22:24.980 --> 00:22:25.480]   Ao culto
[00:22:25.480 --> 00:22:26.000]   Louvar a Deus
[00:22:26.000 --> 00:22:26.580]   Participar
[00:22:26.580 --> 00:22:26.920]   Da igreja
[00:22:26.920 --> 00:22:29.460]   Mas eles não querem
[00:22:29.460 --> 00:22:30.660]   Deixar de lado
[00:22:30.660 --> 00:22:31.660]   Os ídolos
[00:22:31.660 --> 00:22:32.380]   Do seu coração
[00:22:32.380 --> 00:22:34.080]   Esse é o problema
[00:22:34.080 --> 00:22:35.380]   Do sincretismo
[00:22:35.380 --> 00:22:36.420]   Mas o que a Bíblia
[00:22:36.420 --> 00:22:36.940]   Apresenta
[00:22:36.940 --> 00:22:38.220]   Que Deus está falando
[00:22:38.220 --> 00:22:38.940]   No primeiro mandamento
[00:22:38.940 --> 00:22:39.400]   É o seguinte
[00:22:39.400 --> 00:22:41.240]   Ou vocês adoram
[00:22:41.240 --> 00:22:41.940]   Somente a mim
[00:22:41.940 --> 00:22:43.480]   Ou vocês não me adoram
[00:22:43.480 --> 00:22:44.080]   De jeito nenhum
[00:22:44.080 --> 00:22:45.780]   Ou só sou eu
[00:22:45.780 --> 00:22:46.420]   Ou não
[00:22:46.420 --> 00:22:47.620]   Você não me adora
[00:22:47.620 --> 00:22:48.720]   Não existe
[00:22:48.720 --> 00:22:49.340]   Essa opção
[00:22:49.340 --> 00:22:49.940]   De me adorar
[00:22:49.940 --> 00:22:50.740]   Com outras coisas
[00:22:50.740 --> 00:22:51.380]   E nós vemos
[00:22:51.380 --> 00:22:52.520]   Isso repetido
[00:22:52.520 --> 00:22:53.260]   Em vários textos
[00:22:53.260 --> 00:22:53.620]   Da vida
[00:22:53.620 --> 00:22:54.960]   Por exemplo
[00:22:54.960 --> 00:22:55.540]   Você se lembra
[00:22:55.540 --> 00:22:56.700]   Em Josué
[00:22:56.700 --> 00:22:57.660]   No capítulo 24
[00:22:57.660 --> 00:22:58.820]   Quando Josué
[00:22:58.820 --> 00:22:59.460]   Renova a aliança
[00:22:59.460 --> 00:22:59.880]   Com o povo
[00:22:59.880 --> 00:23:00.400]   Ele fala assim
[00:23:00.400 --> 00:23:01.480]   Agora vocês
[00:23:01.480 --> 00:23:02.760]   Deixem de lado
[00:23:02.760 --> 00:23:03.760]   Os ídolos
[00:23:03.760 --> 00:23:04.500]   Que os seus pais
[00:23:04.500 --> 00:23:04.900]   Adoravam
[00:23:04.900 --> 00:23:05.920]   Vocês escolhem
[00:23:05.920 --> 00:23:06.680]   Escolhem um outro
[00:23:06.680 --> 00:23:07.500]   Ou adorar
[00:23:07.500 --> 00:23:08.080]   Esses deuses
[00:23:08.080 --> 00:23:09.620]   Ou ao Senhor
[00:23:09.620 --> 00:23:11.580]   Eu e minha casa
[00:23:11.580 --> 00:23:11.940]   Você teria
[00:23:11.940 --> 00:23:12.460]   O seu Senhor
[00:23:12.460 --> 00:23:13.200]   É um
[00:23:13.200 --> 00:23:14.780]   Ou é um
[00:23:14.780 --> 00:23:16.120]   Não existe a possibilidade
[00:23:16.120 --> 00:23:16.780]   De juntar
[00:23:16.780 --> 00:23:17.960]   Baal
[00:23:17.960 --> 00:23:18.800]   Desculpa Baal
[00:23:18.800 --> 00:23:19.620]   Elias
[00:23:19.620 --> 00:23:20.520]   Quando estava lá
[00:23:20.520 --> 00:23:21.320]   No Monte Carmelo
[00:23:21.320 --> 00:23:22.540]   Com os profetas de Baal
[00:23:22.540 --> 00:23:24.140]   Ele vira para o povo
[00:23:24.140 --> 00:23:25.380]   E diz exatamente
[00:23:25.380 --> 00:23:25.900]   A mesma coisa
[00:23:25.900 --> 00:23:27.060]   Até quando
[00:23:27.060 --> 00:23:27.900]   Vocês vão continuar
[00:23:27.900 --> 00:23:29.500]   Com dois pensamentos
[00:23:29.500 --> 00:23:30.560]   Fala assim
[00:23:30.560 --> 00:23:31.440]   Se o Senhor é Deus
[00:23:31.440 --> 00:23:32.780]   Conseguir é o Senhor
[00:23:32.780 --> 00:23:34.060]   Se Baal é o Deus
[00:23:34.060 --> 00:23:34.360]   De vocês
[00:23:34.360 --> 00:23:34.820]   Eles vão seguir
[00:23:34.820 --> 00:23:35.400]   Aparpar
[00:23:35.400 --> 00:23:36.620]   E querer misturar
[00:23:36.620 --> 00:23:37.160]   As coisas
[00:23:37.160 --> 00:23:38.460]   E óbvio
[00:23:38.460 --> 00:23:39.200]   O próprio Senhor Jesus
[00:23:39.200 --> 00:23:40.160]   Disse isso
[00:23:40.160 --> 00:23:40.780]   Nós vamos lá
[00:23:40.780 --> 00:23:41.340]   No São Paulo do Monte
[00:23:41.340 --> 00:23:41.860]   Quando ele disse
[00:23:41.860 --> 00:23:42.980]   Ninguém pode servir
[00:23:42.980 --> 00:23:44.120]   A dois Senhor
[00:23:44.120 --> 00:23:46.880]   Ou vai escolher um
[00:23:46.880 --> 00:23:47.480]   Se é conhecido
[00:23:47.480 --> 00:23:47.800]   O outro
[00:23:47.800 --> 00:23:48.400]   Ou o contrário
[00:23:48.400 --> 00:23:49.600]   Não tem como servir
[00:23:49.600 --> 00:23:51.640]   A dois Senhor
[00:23:51.640 --> 00:23:54.660]   Deus quer que ele
[00:23:54.660 --> 00:23:55.700]   Seja adorado
[00:23:55.700 --> 00:23:56.980]   Exclusivamente
[00:23:56.980 --> 00:23:58.440]   E mais
[00:23:58.440 --> 00:23:59.620]   Em detalhe
[00:23:59.620 --> 00:24:00.560]   Sobre esse mandamento
[00:24:00.560 --> 00:24:01.400]   Olha como é
[00:24:01.400 --> 00:24:01.580]   Gente
[00:24:01.580 --> 00:24:02.080]   Não terá
[00:24:02.080 --> 00:24:02.800]   Outros deuses
[00:24:02.800 --> 00:24:04.220]   Diante de mim
[00:24:04.220 --> 00:24:05.660]   Esse diante
[00:24:05.660 --> 00:24:09.300]   Ele não é tão evidente
[00:24:09.300 --> 00:24:09.940]   Essa tradução
[00:24:09.940 --> 00:24:10.380]   Por diante
[00:24:10.380 --> 00:24:11.080]   Não é tão evidente
[00:24:11.080 --> 00:24:11.840]   No texto hebraico
[00:24:11.840 --> 00:24:12.200]   Porque
[00:24:12.200 --> 00:24:13.780]   No texto hebraico
[00:24:13.780 --> 00:24:14.700]   Você poderia traduzir
[00:24:14.700 --> 00:24:15.180]   Tampou
[00:24:15.180 --> 00:24:16.480]   Diante de mim
[00:24:16.480 --> 00:24:17.100]   Como além de mim
[00:24:17.100 --> 00:24:17.520]   Não terás
[00:24:17.520 --> 00:24:18.040]   Outros deuses
[00:24:18.040 --> 00:24:18.720]   Além de mim
[00:24:18.720 --> 00:24:19.580]   Seria uma possibilidade
[00:24:19.580 --> 00:24:20.920]   Real
[00:24:20.920 --> 00:24:23.280]   Contudo
[00:24:23.280 --> 00:24:23.540]   Por exemplo
[00:24:23.540 --> 00:24:24.340]   Calvino comentando
[00:24:24.340 --> 00:24:24.640]   Ele fala
[00:24:24.640 --> 00:24:25.120]   Que prefere
[00:24:25.120 --> 00:24:25.260]   Dessa
[00:24:25.260 --> 00:24:26.760]   O que nós usamos
[00:24:26.760 --> 00:24:27.460]   Aqui de antes
[00:24:27.460 --> 00:24:28.720]   Ele diz algo
[00:24:28.720 --> 00:24:30.360]   Bem forte
[00:24:30.360 --> 00:24:30.760]   Quando ele
[00:24:30.760 --> 00:24:32.300]   Ele compara
[00:24:32.300 --> 00:24:33.900]   A queda do primeiro mandamento
[00:24:33.900 --> 00:24:35.180]   Com uma mulher
[00:24:35.180 --> 00:24:35.700]   Adulada
[00:24:35.700 --> 00:24:38.340]   E sem vergonha
[00:24:38.340 --> 00:24:39.640]   Sem nenhuma vergonha
[00:24:39.640 --> 00:24:41.240]   Leva os seus amantes
[00:24:41.240 --> 00:24:42.360]   Para a gente
[00:24:42.360 --> 00:24:42.820]   Dar fácil
[00:24:42.820 --> 00:24:44.900]   É isso que o povo
[00:24:44.900 --> 00:24:45.340]   Deus faz
[00:24:45.340 --> 00:24:45.760]   Quando leva
[00:24:45.760 --> 00:24:47.300]   Para o seu marido
[00:24:47.300 --> 00:24:49.660]   Os seus amantes
[00:24:49.660 --> 00:24:50.920]   Era necessário
[00:24:50.920 --> 00:24:51.340]   Que eles
[00:24:51.340 --> 00:24:52.460]   Adorassem
[00:24:52.460 --> 00:24:53.260]   O único Deus
[00:24:53.260 --> 00:24:53.880]   De Israel
[00:24:53.880 --> 00:24:54.680]   Por isso que
[00:24:54.680 --> 00:24:55.580]   Para o povo judeu
[00:24:55.580 --> 00:24:57.220]   É tão importante
[00:24:57.220 --> 00:24:57.560]   O
[00:24:57.560 --> 00:24:58.580]   Shema
[00:24:58.580 --> 00:24:59.960]   Já ouviram falar
[00:24:59.960 --> 00:25:00.520]   O Shema
[00:25:00.520 --> 00:25:01.420]   O Shema
[00:25:01.420 --> 00:25:01.720]   É
[00:25:01.720 --> 00:25:03.100]   Lá em Deuteronômio
[00:25:03.100 --> 00:25:03.540]   6,5
[00:25:03.540 --> 00:25:03.960]   Mais lá
[00:25:03.960 --> 00:25:04.380]   O Shema
[00:25:04.380 --> 00:25:05.480]   É ouvir
[00:25:05.480 --> 00:25:05.960]   Ó Israel
[00:25:05.960 --> 00:25:06.480]   Ouvir o que?
[00:25:06.480 --> 00:25:07.380]   O Senhor
[00:25:07.380 --> 00:25:08.580]   Nosso Deus
[00:25:08.580 --> 00:25:09.920]   É o único Senhor
[00:25:09.920 --> 00:25:11.740]   Amar as coisas
[00:25:11.740 --> 00:25:12.420]   O Senhor
[00:25:12.420 --> 00:25:13.080]   De Deus
[00:25:13.080 --> 00:25:14.880]   Todo o seu coração
[00:25:14.880 --> 00:25:15.940]   Toda a sua alma
[00:25:15.940 --> 00:25:17.140]   Toda a sua força
[00:25:17.140 --> 00:25:19.580]   Por isso é tão importante
[00:25:19.580 --> 00:25:20.460]   Eles devem amar
[00:25:20.460 --> 00:25:21.520]   O único Senhor
[00:25:21.520 --> 00:25:23.020]   De toda a alma
[00:25:23.020 --> 00:25:23.900]   Não pode
[00:25:23.900 --> 00:25:26.360]   Não podem dividir
[00:25:26.360 --> 00:25:26.880]   O problema
[00:25:26.880 --> 00:25:29.320]   O problema do homem
[00:25:29.320 --> 00:25:30.160]   É exatamente isso
[00:25:30.160 --> 00:25:31.260]   Muitas vezes nós
[00:25:31.260 --> 00:25:31.780]   Como cristãos
[00:25:31.780 --> 00:25:32.500]   Queremos entender
[00:25:32.500 --> 00:25:33.400]   Deus apenas como
[00:25:33.400 --> 00:25:34.760]   Para preencher
[00:25:34.760 --> 00:25:35.360]   Um aspecto
[00:25:35.360 --> 00:25:37.860]   Eu quero adorar a Deus
[00:25:37.860 --> 00:25:38.840]   Eu sei que isso é importante
[00:25:38.840 --> 00:25:40.080]   Mas eu quero isso
[00:25:40.080 --> 00:25:40.820]   É como se fosse
[00:25:40.820 --> 00:25:42.020]   Apenas uma partia do outro
[00:25:42.020 --> 00:25:42.900]   Mas nem que seja
[00:25:42.900 --> 00:25:43.840]   Uma partia bem grande
[00:25:43.840 --> 00:25:44.380]   Até a maior
[00:25:44.380 --> 00:25:45.200]   De todas as partias
[00:25:45.200 --> 00:25:46.280]   Mas não é isso
[00:25:46.280 --> 00:25:47.140]   Que Deus quer
[00:25:47.140 --> 00:25:47.800]   Ele quer que
[00:25:47.800 --> 00:25:48.680]   Tudo
[00:25:48.680 --> 00:25:49.680]   Seja parecido
[00:25:49.680 --> 00:25:50.300]   Uma adoração
[00:25:50.300 --> 00:25:51.520]   Exclusiva
[00:25:51.520 --> 00:25:52.500]   É isso que
[00:25:52.500 --> 00:25:53.720]   Ele requer
[00:25:53.720 --> 00:25:54.940]   Devemos adorá-lo
[00:25:54.940 --> 00:25:55.800]   Exclusivo
[00:25:55.800 --> 00:25:57.840]   Em segundo lugar
[00:25:57.840 --> 00:25:58.780]   Como guardar
[00:25:58.780 --> 00:26:00.120]   O mandamento
[00:26:00.120 --> 00:26:00.900]   Primeiro
[00:26:00.900 --> 00:26:01.700]   Mandamento
[00:26:01.700 --> 00:26:03.260]   Se afastando
[00:26:03.260 --> 00:26:05.640]   De toda
[00:26:05.640 --> 00:26:05.640]   De toda
[00:26:05.640 --> 00:26:09.580]   De toda
[00:26:09.580 --> 00:26:10.200]   Idolatria
[00:26:10.200 --> 00:26:12.480]   O que que é
[00:26:12.480 --> 00:26:14.800]   Idolatria
[00:26:14.800 --> 00:26:15.800]   Como poderíamos
[00:26:15.800 --> 00:26:18.160]   Definir com precisão
[00:26:18.160 --> 00:26:18.800]   Idolatria
[00:26:18.800 --> 00:26:20.520]   Não vou tentar
[00:26:20.520 --> 00:26:21.620]   Fazer uma definição própria
[00:26:21.620 --> 00:26:22.240]   Porque já existem
[00:26:22.240 --> 00:26:23.000]   Definições
[00:26:23.000 --> 00:26:24.400]   Excelentes
[00:26:24.400 --> 00:26:25.100]   Como por exemplo
[00:26:25.100 --> 00:26:25.780]   A do Catecismo
[00:26:25.780 --> 00:26:26.580]   De Heidelberg
[00:26:26.580 --> 00:26:27.620]   Que na pergunta
[00:26:27.620 --> 00:26:28.140]   De 95
[00:26:28.140 --> 00:26:28.800]   Fazer essa pergunta
[00:26:28.800 --> 00:26:29.660]   Que é a idolatria
[00:26:29.660 --> 00:26:31.240]   Resposta
[00:26:31.240 --> 00:26:32.740]   Idolatria é
[00:26:32.740 --> 00:26:34.040]   Inventar
[00:26:34.040 --> 00:26:35.540]   Ou ter alguma coisa
[00:26:35.540 --> 00:26:36.300]   Em que se deposite
[00:26:36.300 --> 00:26:37.100]   Confiança
[00:26:37.100 --> 00:26:38.280]   Em lugar
[00:26:38.280 --> 00:26:39.160]   Olha só
[00:26:39.160 --> 00:26:39.800]   Em lugar
[00:26:39.800 --> 00:26:41.140]   Ou ao lado
[00:26:41.140 --> 00:26:42.060]   Do único
[00:26:42.060 --> 00:26:43.380]   E verdadeiro Deus
[00:26:43.380 --> 00:26:44.360]   Que se revelou
[00:26:44.360 --> 00:26:44.920]   Em sua palavra
[00:26:44.920 --> 00:26:45.520]   Ou seja
[00:26:45.520 --> 00:26:46.020]   Não é apenas
[00:26:46.020 --> 00:26:46.660]   Negar a Deus
[00:26:46.660 --> 00:26:47.420]   A adorar o Deus
[00:26:47.420 --> 00:26:48.720]   Mas adorar a Deus
[00:26:48.720 --> 00:26:49.620]   Como outra coisa
[00:26:49.620 --> 00:26:51.160]   Isto é
[00:26:51.160 --> 00:26:51.960]   Idolatria
[00:26:51.960 --> 00:26:52.860]   Se você deposita
[00:26:52.860 --> 00:26:53.640]   Sua confiança
[00:26:53.640 --> 00:26:54.740]   Em qualquer outra
[00:26:54.740 --> 00:26:56.460]   E eu acho
[00:26:56.460 --> 00:26:57.720]   Muito importante
[00:26:57.720 --> 00:26:58.420]   Nós destacarmos
[00:26:58.420 --> 00:26:59.200]   No primeiro mandamento
[00:26:59.200 --> 00:27:00.060]   Apesar da gente
[00:27:00.060 --> 00:27:00.520]   Decorar
[00:27:00.520 --> 00:27:02.100]   A gente às vezes
[00:27:02.100 --> 00:27:02.860]   Para para pensar
[00:27:02.860 --> 00:27:03.860]   Exatamente o que está dizendo
[00:27:03.860 --> 00:27:05.620]   Nota que o mandamento
[00:27:05.620 --> 00:27:06.000]   Fala
[00:27:06.000 --> 00:27:06.800]   Não terá
[00:27:06.800 --> 00:27:07.980]   Outros
[00:27:07.980 --> 00:27:08.640]   Deuses
[00:27:08.640 --> 00:27:09.300]   Ele não fala
[00:27:09.300 --> 00:27:09.860]   Não terá
[00:27:09.860 --> 00:27:10.500]   Outros deuses
[00:27:10.500 --> 00:27:11.040]   Além de Deus
[00:27:11.040 --> 00:27:11.980]   Eu acho
[00:27:11.980 --> 00:27:12.980]   Que isso é significativo
[00:27:12.980 --> 00:27:14.780]   Acho que o mandamento
[00:27:14.780 --> 00:27:15.480]   Já assume o que
[00:27:15.480 --> 00:27:18.980]   A idolatria
