
[00:00:00.000 --> 00:00:00.440]   Música
[00:22:28.900 --> 00:22:30.280]   existe sim
[00:22:30.280 --> 00:22:31.340]   um momento
[00:22:31.340 --> 00:22:31.960]   onde
[00:22:31.960 --> 00:22:33.000]   uma pessoa
[00:22:33.000 --> 00:22:34.060]   um indivíduo
[00:22:34.060 --> 00:22:35.060]   através de um ato
[00:22:35.060 --> 00:22:35.840]   consciente
[00:22:35.840 --> 00:22:36.760]   tira a vida
[00:22:36.760 --> 00:22:37.580]   do seu
[00:22:37.580 --> 00:22:38.620]   semelhante
[00:22:38.620 --> 00:22:42.440]   uma pessoa
[00:22:42.440 --> 00:22:45.160]   sabe o que está fazendo
[00:22:45.160 --> 00:22:46.840]   ela tira a vida
[00:22:46.840 --> 00:22:48.240]   de outra pessoa
[00:22:48.240 --> 00:22:49.940]   mas quando ele fala
[00:22:49.940 --> 00:22:51.040]   tempo de matar
[00:22:51.040 --> 00:22:53.520]   parece dar o entendimento
[00:22:53.520 --> 00:22:54.940]   que não é qualquer
[00:22:54.940 --> 00:22:55.720]   circunstância
[00:22:55.720 --> 00:22:57.360]   mas circunstâncias
[00:22:57.360 --> 00:22:58.300]   que talvez sejam
[00:22:58.300 --> 00:23:00.000]   mesmo decisivas
[00:23:00.000 --> 00:23:02.000]   obrigatórias
[00:23:02.000 --> 00:23:02.940]   e até mesmo
[00:23:02.940 --> 00:23:03.860]   dever
[00:23:03.860 --> 00:23:05.160]   de matar
[00:23:05.160 --> 00:23:07.280]   talvez você possa
[00:23:07.280 --> 00:23:07.900]   ficar um pouco
[00:23:07.900 --> 00:23:08.600]   assustado
[00:23:08.600 --> 00:23:09.240]   com aquilo que eu
[00:23:09.240 --> 00:23:09.960]   acabo de dizer
[00:23:09.960 --> 00:23:10.900]   mas deixe-me dar
[00:23:10.900 --> 00:23:11.780]   alguns exemplos
[00:23:11.780 --> 00:23:12.420]   que penso eu
[00:23:12.420 --> 00:23:13.780]   são legítimos
[00:23:13.780 --> 00:23:15.500]   para tirar a vida
[00:23:15.500 --> 00:23:17.080]   do semelhante
[00:23:17.080 --> 00:23:19.300]   um primeiro exemplo
[00:23:19.300 --> 00:23:20.540]   vamos pensar
[00:23:20.540 --> 00:23:21.240]   na própria guerra
[00:23:21.240 --> 00:23:23.300]   imagine que você
[00:23:23.300 --> 00:23:24.220]   seja convocado
[00:23:24.220 --> 00:23:25.220]   pelo seu país
[00:23:25.220 --> 00:23:27.220]   para enfrentar
[00:23:27.220 --> 00:23:27.800]   o inimigo
[00:23:27.800 --> 00:23:28.820]   numa guerra justa
[00:23:28.820 --> 00:23:30.460]   este inimigo
[00:23:30.460 --> 00:23:30.940]   de modo
[00:23:30.940 --> 00:23:32.100]   arbitrário
[00:23:32.100 --> 00:23:33.400]   quer invadir
[00:23:33.400 --> 00:23:34.100]   o seu país
[00:23:34.100 --> 00:23:35.560]   e quer acabar
[00:23:35.560 --> 00:23:36.440]   com tudo aquilo
[00:23:36.440 --> 00:23:37.080]   que você ama
[00:23:37.080 --> 00:23:38.120]   até mesmo
[00:23:38.120 --> 00:23:38.740]   a sua família
[00:23:38.740 --> 00:23:40.100]   quer levar
[00:23:40.100 --> 00:23:40.600]   essas pessoas
[00:23:40.600 --> 00:23:41.140]   cativas
[00:23:41.140 --> 00:23:43.460]   então você vai
[00:23:43.460 --> 00:23:44.120]   para o combate
[00:23:44.120 --> 00:23:46.220]   você vai lutar
[00:23:46.220 --> 00:23:48.080]   e lá está
[00:23:48.080 --> 00:23:48.660]   o inimigo
[00:23:48.660 --> 00:23:50.640]   para proteger
[00:23:50.640 --> 00:23:51.520]   aquilo que você ama
[00:23:51.520 --> 00:23:53.360]   você tem o dever
[00:23:53.360 --> 00:23:55.600]   você tem a obrigação
[00:23:55.600 --> 00:23:56.780]   de matá-lo
[00:23:56.780 --> 00:23:58.340]   eis aqui um tempo
[00:23:58.340 --> 00:23:58.900]   para matar
[00:23:58.900 --> 00:24:00.820]   e eu fico me perguntando
[00:24:00.820 --> 00:24:01.660]   nos tempos de hoje
[00:24:01.660 --> 00:24:02.540]   com a criação de filho
[00:24:02.540 --> 00:24:05.460]   talvez eu não
[00:24:05.460 --> 00:24:06.220]   verei uma guerra
[00:24:06.220 --> 00:24:07.280]   ou melhor
[00:24:07.280 --> 00:24:08.620]   não participarei
[00:24:08.620 --> 00:24:09.140]   de uma guerra
[00:24:09.140 --> 00:24:10.700]   mas os nossos filhos
[00:24:10.700 --> 00:24:12.160]   e como nós
[00:24:12.160 --> 00:24:13.000]   temos criado
[00:24:13.000 --> 00:24:13.720]   os nossos filhos
[00:24:13.720 --> 00:24:15.340]   preparados
[00:24:15.340 --> 00:24:15.900]   para também
[00:24:15.900 --> 00:24:16.620]   se possível
[00:24:16.620 --> 00:24:17.160]   quem sabe
[00:24:17.160 --> 00:24:18.360]   ser soldados
[00:24:18.360 --> 00:24:20.400]   mas vamos pensar
[00:24:20.400 --> 00:24:21.420]   em outros exemplos
[00:24:21.420 --> 00:24:23.080]   pense no policial
[00:24:23.080 --> 00:24:24.460]   de modo mais específico
[00:24:24.460 --> 00:24:25.220]   aqui o negociador
[00:24:25.220 --> 00:24:26.960]   que há longo tempo
[00:24:26.960 --> 00:24:27.560]   já tentou
[00:24:27.560 --> 00:24:28.400]   de todas as formas
[00:24:28.400 --> 00:24:29.660]   negociar
[00:24:29.660 --> 00:24:30.500]   com o sequestrador
[00:24:30.500 --> 00:24:31.380]   que está com o refém
[00:24:31.380 --> 00:24:33.400]   o sequestrador
[00:24:33.400 --> 00:24:34.020]   está cada vez
[00:24:34.020 --> 00:24:34.780]   mais tenso
[00:24:34.780 --> 00:24:36.400]   cada vez mais nervoso
[00:24:36.400 --> 00:24:38.080]   cada vez mais agressivo
[00:24:38.080 --> 00:24:39.580]   lembrando
[00:24:39.580 --> 00:24:40.300]   o negociador
[00:24:40.300 --> 00:24:40.720]   já tentou
[00:24:40.720 --> 00:24:41.560]   de todas as formas
[00:24:41.560 --> 00:24:42.280]   resolver a questão
[00:24:42.280 --> 00:24:43.400]   mas ele não
[00:24:43.400 --> 00:24:43.980]   quer largar
[00:24:43.980 --> 00:24:44.880]   largar o refém
[00:24:44.880 --> 00:24:46.160]   então vem uma ordem
[00:24:46.160 --> 00:24:46.860]   do alto comando
[00:24:46.860 --> 00:24:48.580]   para o atirador
[00:24:48.580 --> 00:24:50.640]   neutralize-o
[00:24:50.640 --> 00:24:52.860]   mais uma vez
[00:24:52.860 --> 00:24:54.000]   temos um tempo
[00:24:54.000 --> 00:24:54.600]   para matar
[00:24:54.600 --> 00:24:55.860]   legítimo
[00:24:55.860 --> 00:24:57.440]   por causa
[00:24:57.440 --> 00:24:58.660]   da maldade humana
[00:24:58.660 --> 00:25:00.180]   por causa
[00:25:00.180 --> 00:25:01.500]   das mazelas humanas
[00:25:01.500 --> 00:25:02.340]   existe sim
[00:25:02.340 --> 00:25:03.040]   o tempo
[00:25:03.040 --> 00:25:04.320]   de matar
[00:25:04.320 --> 00:25:06.320]   um terceiro exemplo
[00:25:06.320 --> 00:25:08.580]   estou na minha casa
[00:25:08.580 --> 00:25:09.860]   e me deparo
[00:25:09.860 --> 00:25:10.560]   com um bandido
[00:25:10.560 --> 00:25:11.960]   sabe-se lá
[00:25:11.960 --> 00:25:12.900]   o que ele vai fazer
[00:25:12.900 --> 00:25:14.180]   coisa boa não é
[00:25:14.180 --> 00:25:14.900]   porque invadiu
[00:25:14.900 --> 00:25:15.680]   a minha propriedade
[00:25:15.680 --> 00:25:16.660]   está dentro
[00:25:16.660 --> 00:25:17.300]   da minha casa
[00:25:17.300 --> 00:25:18.620]   então começamos
[00:25:18.620 --> 00:25:19.680]   uma luta corporal
[00:25:19.680 --> 00:25:21.480]   ou eu mato
[00:25:21.480 --> 00:25:22.200]   ou eu morro
[00:25:22.200 --> 00:25:23.960]   mais uma vez
[00:25:23.960 --> 00:25:25.500]   tempo para matar
[00:25:25.500 --> 00:25:27.540]   um quarto exemplo
[00:25:27.540 --> 00:25:30.120]   o poder da espada
[00:25:30.120 --> 00:25:30.720]   que foi dado
[00:25:30.720 --> 00:25:31.540]   às autoridades
[00:25:31.540 --> 00:25:33.360]   para que
[00:25:33.360 --> 00:25:34.780]   se necessário
[00:25:34.780 --> 00:25:35.420]   fosse aplicada
[00:25:35.420 --> 00:25:36.360]   a pena capital
[00:25:36.360 --> 00:25:37.820]   por causa
[00:25:37.820 --> 00:25:38.880]   de determinados crimes
[00:25:38.880 --> 00:25:40.700]   mais uma vez
[00:25:40.700 --> 00:25:42.040]   tempo
[00:25:42.040 --> 00:25:43.140]   para
[00:25:43.140 --> 00:25:44.240]   matar
[00:25:44.240 --> 00:25:45.740]   essa realidade
[00:25:45.740 --> 00:25:46.580]   existe
[00:25:46.580 --> 00:25:47.520]   debaixo do sol
[00:25:47.520 --> 00:25:48.700]   e não se pode
[00:25:48.700 --> 00:25:49.280]   negá-la
[00:25:49.280 --> 00:25:51.040]   por causa
[00:25:51.040 --> 00:25:51.880]   da pecaminosidade
[00:25:51.880 --> 00:25:52.840]   humana
[00:25:52.840 --> 00:25:53.780]   existe
[00:25:53.780 --> 00:25:54.900]   este momento
[00:25:54.900 --> 00:25:56.660]   e estamos
[00:25:56.660 --> 00:25:57.400]   preparados
[00:25:57.400 --> 00:25:58.960]   estamos
[00:25:58.960 --> 00:26:02.620]   mas é claro
[00:26:02.620 --> 00:26:03.100]   meus irmãos
[00:26:03.100 --> 00:26:03.680]   vejam bem
[00:26:03.680 --> 00:26:04.900]   como eu queria
[00:26:04.900 --> 00:26:06.520]   que este tempo
[00:26:06.520 --> 00:26:07.460]   fosse dissolvido
[00:26:07.460 --> 00:26:09.020]   ainda não
[00:26:09.020 --> 00:26:11.880]   eu quero o bem
[00:26:11.880 --> 00:26:13.220]   eu quero a paz
[00:26:13.220 --> 00:26:14.900]   mas nem sempre
[00:26:14.900 --> 00:26:16.000]   temos a paz
[00:26:16.000 --> 00:26:17.380]   se possível
[00:26:17.380 --> 00:26:18.720]   tem de paz
[00:26:18.720 --> 00:26:19.640]   com todos os homens
[00:26:19.640 --> 00:26:21.360]   mas nem sempre
[00:26:21.360 --> 00:26:22.100]   isso vai ocorrer
[00:26:22.100 --> 00:26:24.020]   temos aqui então
[00:26:24.020 --> 00:26:25.620]   uma análise
[00:26:25.620 --> 00:26:26.700]   do tempo de matar
[00:26:26.700 --> 00:26:28.660]   mas graças a Deus
[00:26:28.660 --> 00:26:29.280]   pelo menos
[00:26:29.280 --> 00:26:30.480]   em nosso contexto
[00:26:30.480 --> 00:26:32.180]   o segundo tempo
[00:26:32.180 --> 00:26:32.800]   penso eu
[00:26:32.800 --> 00:26:33.600]   é mais frequente
[00:26:33.600 --> 00:26:34.260]   do que o primeiro
[00:26:34.260 --> 00:26:35.940]   pois temos
[00:26:35.940 --> 00:26:36.620]   no segundo tempo
[00:26:36.620 --> 00:26:36.780]   o que?
[00:26:36.780 --> 00:26:38.180]   tempo
[00:26:38.180 --> 00:26:39.160]   de
[00:26:39.160 --> 00:26:40.680]   curar
[00:26:40.680 --> 00:26:42.480]   então
[00:26:42.480 --> 00:26:44.380]   algumas circunstâncias
[00:26:44.380 --> 00:26:46.520]   levantamos a mão
[00:26:46.520 --> 00:26:48.400]   para ferir
[00:26:48.400 --> 00:26:49.460]   e matar
[00:26:49.460 --> 00:26:50.180]   o semelhante
[00:26:50.180 --> 00:26:51.880]   mas
[00:26:51.880 --> 00:26:53.080]   em outros momentos
[00:26:53.080 --> 00:26:54.820]   temos um tempo
[00:26:54.820 --> 00:26:56.140]   onde não levantamos
[00:26:56.140 --> 00:26:56.480]   a mão
[00:26:56.480 --> 00:26:57.620]   mas nós
[00:26:57.620 --> 00:26:59.360]   estendemos
[00:26:59.360 --> 00:27:00.540]   a nossa mão
[00:27:00.540 --> 00:27:01.860]   para ajudar
[00:27:01.860 --> 00:27:03.400]   o necessitado
[00:27:03.400 --> 00:27:04.920]   e Deus
[00:27:04.920 --> 00:27:05.300]   deu
[00:27:05.300 --> 00:27:06.840]   para muitas
[00:27:06.840 --> 00:27:07.400]   pessoas
[00:27:07.400 --> 00:27:08.880]   este maravilhoso
[00:27:08.880 --> 00:27:09.140]   dom
[00:27:09.140 --> 00:27:10.600]   nós temos
[00:27:10.600 --> 00:27:11.600]   farmacêuticos
[00:27:11.600 --> 00:27:12.480]   nós temos
[00:27:12.480 --> 00:27:13.260]   médicos
[00:27:13.260 --> 00:27:14.100]   nós temos
[00:27:14.100 --> 00:27:15.140]   fisioterapeutas
[00:27:15.140 --> 00:27:16.060]   nós temos
[00:27:16.060 --> 00:27:17.100]   cientistas
[00:27:17.100 --> 00:27:17.860]   nós temos
[00:27:17.860 --> 00:27:18.540]   pessoas
[00:27:18.540 --> 00:27:19.260]   da área
[00:27:19.260 --> 00:27:19.880]   da saúde
[00:27:19.880 --> 00:27:21.400]   cujas profissões
[00:27:21.400 --> 00:27:22.720]   não podem
[00:27:22.720 --> 00:27:23.480]   nem temos tempo
[00:27:23.480 --> 00:27:24.120]   para enumerar
[00:27:24.120 --> 00:27:24.820]   todas
[00:27:24.820 --> 00:27:25.660]   e nós temos
[00:27:25.660 --> 00:27:26.280]   até mesmo
[00:27:26.280 --> 00:27:27.320]   os chás
[00:27:27.320 --> 00:27:28.520]   milagrosos
[00:27:28.520 --> 00:27:29.480]   das vovós
[00:27:29.480 --> 00:27:32.140]   que fazem
[00:27:32.140 --> 00:27:32.580]   realmente
[00:27:32.580 --> 00:27:33.240]   milagres
[00:27:33.240 --> 00:27:35.700]   são
[00:27:35.700 --> 00:27:36.420]   conhecimentos
[00:27:36.420 --> 00:27:37.540]   técnicas
[00:27:37.540 --> 00:27:39.860]   que Deus
[00:27:39.860 --> 00:27:40.180]   deu
[00:27:40.180 --> 00:27:41.500]   instrumentos
[00:27:41.500 --> 00:27:42.500]   metodologias
[00:27:42.500 --> 00:27:43.320]   que Deus
[00:27:43.320 --> 00:27:43.660]   deu
[00:27:43.660 --> 00:27:45.040]   para que pudéssemos
[00:27:45.040 --> 00:27:45.600]   estender
[00:27:45.600 --> 00:27:46.240]   a mão
[00:27:46.240 --> 00:27:47.260]   e ajudar
[00:27:47.260 --> 00:27:48.340]   e curar
[00:27:48.340 --> 00:27:49.240]   aqueles que
[00:27:49.240 --> 00:27:49.820]   precisam
[00:27:49.820 --> 00:27:51.540]   portanto
[00:27:51.540 --> 00:27:53.040]   da mesma
[00:27:53.040 --> 00:27:54.200]   forma que Deus
[00:27:54.200 --> 00:27:54.960]   dotou de
[00:27:54.960 --> 00:27:55.700]   inteligência
[00:27:55.700 --> 00:27:56.760]   homens
[00:27:56.760 --> 00:27:57.860]   para que eles
[00:27:57.860 --> 00:27:58.280]   pudessem
[00:27:58.280 --> 00:27:59.420]   criar instrumentos
[00:27:59.420 --> 00:28:00.740]   como por exemplo
[00:28:00.740 --> 00:28:02.040]   a cadeira elétrica
[00:28:02.040 --> 00:28:03.040]   a forca
[00:28:03.040 --> 00:28:03.820]   ou até mesmo
[00:28:03.820 --> 00:28:04.760]   a injeção letal
[00:28:04.760 --> 00:28:05.540]   ou a arma
[00:28:05.540 --> 00:28:06.300]   para levar
[00:28:06.300 --> 00:28:07.460]   o seu semelhante
[00:28:07.460 --> 00:28:07.980]   de uma forma
[00:28:07.980 --> 00:28:08.580]   mais rápida
[00:28:08.580 --> 00:28:09.720]   para outro mundo
[00:28:09.720 --> 00:28:11.540]   Deus
[00:28:11.540 --> 00:28:12.540]   também dotou
[00:28:12.540 --> 00:28:13.020]   homens
[00:28:13.020 --> 00:28:13.960]   de inteligência
[00:28:13.960 --> 00:28:15.780]   para que pudesse
[00:28:15.780 --> 00:28:17.000]   criar instrumentos
[00:28:17.000 --> 00:28:18.560]   como antibióticos
[00:28:18.560 --> 00:28:20.460]   o desfibrilador
[00:28:20.460 --> 00:28:22.080]   para que pudesse
[00:28:22.080 --> 00:28:22.680]   fazer com que
[00:28:22.680 --> 00:28:23.260]   pessoas
[00:28:23.260 --> 00:28:24.240]   o nosso semelhante
[00:28:24.240 --> 00:28:25.480]   permanecesse
[00:28:25.480 --> 00:28:27.080]   por mais tempo
[00:28:27.080 --> 00:28:28.700]   nesse mundo
[00:28:28.700 --> 00:28:30.520]   temos então
[00:28:30.520 --> 00:28:30.820]   o tempo
[00:28:30.820 --> 00:28:31.320]   de matar
[00:28:31.320 --> 00:28:32.880]   e temos
[00:28:32.880 --> 00:28:33.140]   também
[00:28:33.140 --> 00:28:33.500]   o tempo
[00:28:33.500 --> 00:28:34.120]   de curar
[00:28:34.120 --> 00:28:35.580]   e eu gostaria
[00:28:35.580 --> 00:28:36.100]   de fazer
[00:28:36.100 --> 00:28:37.880]   duas observações
[00:28:37.880 --> 00:28:38.840]   em relação
[00:28:38.840 --> 00:28:39.600]   a estes tempos
[00:28:39.600 --> 00:28:40.760]   uma observação
[00:28:40.760 --> 00:28:41.180]   em relação
[00:28:41.180 --> 00:28:41.740]   ao tempo
[00:28:41.740 --> 00:28:42.360]   de matar
[00:28:42.360 --> 00:28:43.760]   e uma relação
[00:28:43.760 --> 00:28:44.980]   e uma observação
[00:28:44.980 --> 00:28:45.820]   em relação
[00:28:45.820 --> 00:28:46.860]   ao tempo
[00:28:46.860 --> 00:28:47.820]   de curar
[00:28:47.820 --> 00:28:58.520]   primeiro observação
[00:28:58.520 --> 00:28:58.940]   em relação
[00:28:58.940 --> 00:28:59.380]   ao tempo
[00:28:59.380 --> 00:28:59.660]   de
[00:28:59.660 --> 00:29:01.160]   matar
[00:29:01.160 --> 00:29:03.580]   por mais que
[00:29:03.580 --> 00:29:04.860]   façamos justiça
[00:29:04.860 --> 00:29:06.060]   por mais que
[00:29:06.060 --> 00:29:07.140]   seja aplicada
[00:29:07.140 --> 00:29:07.980]   a pena capital
[00:29:07.980 --> 00:29:10.200]   por mais que
[00:29:10.200 --> 00:29:10.860]   busquemos
[00:29:10.860 --> 00:29:11.840]   por todos os lados
[00:29:11.840 --> 00:29:12.380]   fazer
[00:29:12.380 --> 00:29:13.700]   justiça
[00:29:13.700 --> 00:29:15.000]   a justiça
[00:29:15.000 --> 00:29:15.440]   feita
[00:29:15.440 --> 00:29:16.480]   por meros
[00:29:16.480 --> 00:29:17.120]   mortais
[00:29:17.120 --> 00:29:18.260]   jamais será
[00:29:18.260 --> 00:29:19.500]   uma justiça
[00:29:19.500 --> 00:29:20.480]   perfeita
[00:29:20.480 --> 00:29:21.340]   e completa
[00:29:21.340 --> 00:29:22.420]   por pelo menos
[00:29:22.420 --> 00:29:23.240]   dois motivos
[00:29:23.240 --> 00:29:25.660]   o primeiro motivo
[00:29:25.660 --> 00:29:26.600]   é que
[00:29:26.600 --> 00:29:28.400]   a justiça
[00:29:28.400 --> 00:29:29.160]   aplicada
[00:29:29.160 --> 00:29:30.600]   jamais pode
[00:29:30.600 --> 00:29:31.340]   reparar
[00:29:31.340 --> 00:29:32.240]   o dano
[00:29:32.240 --> 00:29:33.200]   de forma
[00:29:33.200 --> 00:29:33.760]   completa
[00:29:33.760 --> 00:29:35.260]   jamais
[00:29:35.260 --> 00:29:36.340]   pais
[00:29:36.340 --> 00:29:36.680]   perdem
[00:29:36.680 --> 00:29:37.200]   filhos
[00:29:37.200 --> 00:29:38.220]   filhos
[00:29:38.220 --> 00:29:38.520]   perdem
[00:29:38.520 --> 00:29:39.040]   pais
[00:29:39.040 --> 00:29:39.920]   e por mais
[00:29:39.920 --> 00:29:40.660]   que se aplique
[00:29:40.660 --> 00:29:41.620]   a pena capital
[00:29:41.620 --> 00:29:42.680]   ao assassino
[00:29:42.680 --> 00:29:43.980]   o filho
[00:29:43.980 --> 00:29:44.720]   não vai voltar
[00:29:44.720 --> 00:29:47.800]   o pai
[00:29:47.800 --> 00:29:48.580]   não vai voltar
[00:29:48.580 --> 00:29:50.240]   a ferida
[00:29:50.240 --> 00:29:51.660]   não vai cicatrizar
[00:29:51.660 --> 00:29:54.540]   por mais
[00:29:54.540 --> 00:29:55.520]   que busquemos
[00:29:55.520 --> 00:29:57.520]   fazer a justiça
[00:29:57.520 --> 00:29:58.280]   da forma
[00:29:58.280 --> 00:29:59.420]   mais apropriada
[00:29:59.420 --> 00:30:01.580]   ela não será
[00:30:01.580 --> 00:30:02.240]   perfeita
[00:30:02.240 --> 00:30:03.560]   nem mesmo
[00:30:03.560 --> 00:30:04.100]   completa
[00:30:04.100 --> 00:30:05.480]   e o segundo
[00:30:05.480 --> 00:30:06.080]   motivo
[00:30:06.080 --> 00:30:07.460]   é que
[00:30:07.460 --> 00:30:08.080]   por mais
[00:30:08.080 --> 00:30:08.740]   que busquemos
[00:30:08.740 --> 00:30:09.740]   essa justiça
[00:30:09.740 --> 00:30:11.800]   todos os trâmites
[00:30:11.800 --> 00:30:12.440]   legais
[00:30:12.440 --> 00:30:14.400]   tudo em ordem
[00:30:14.400 --> 00:30:15.580]   ainda assim
[00:30:15.580 --> 00:30:16.600]   é pecador
[00:30:16.600 --> 00:30:17.700]   fazendo justiça
[00:30:17.700 --> 00:30:19.460]   contra pecador
[00:30:19.460 --> 00:30:21.740]   nós também
[00:30:21.740 --> 00:30:22.780]   somos merecedores
[00:30:22.780 --> 00:30:23.640]   de uma pena capital
[00:30:23.640 --> 00:30:26.020]   nós também
[00:30:26.020 --> 00:30:27.500]   somos merecedores
[00:30:27.500 --> 00:30:28.300]   de uma morte
[00:30:28.300 --> 00:30:29.960]   de uma morte
[00:30:29.960 --> 00:30:30.460]   eterna
[00:30:30.460 --> 00:30:32.480]   do inferno
[00:30:32.480 --> 00:30:34.400]   mas
[00:30:34.400 --> 00:30:36.200]   graças a Deus
[00:30:36.200 --> 00:30:37.920]   pai
[00:30:37.920 --> 00:30:39.740]   pois através
[00:30:39.740 --> 00:30:40.940]   do seu filho
[00:30:40.940 --> 00:30:43.040]   e de modo mais específico
[00:30:43.040 --> 00:30:43.660]   através da
[00:30:43.660 --> 00:30:44.280]   ressurreição
[00:30:44.280 --> 00:30:44.740]   do filho
[00:30:44.740 --> 00:30:46.100]   nós
[00:30:46.100 --> 00:30:47.520]   fomos
[00:30:47.520 --> 00:30:49.300]   justificados
[00:30:49.300 --> 00:30:51.960]   o castigo
[00:30:51.960 --> 00:30:53.480]   que era nosso
[00:30:53.480 --> 00:30:55.740]   estava sobre ele
[00:30:55.740 --> 00:30:58.000]   foi pendurado
[00:30:58.000 --> 00:30:58.500]   no madeiro
[00:30:58.500 --> 00:30:58.940]   como eu disse
[00:30:58.940 --> 00:30:59.320]   por causa
[00:30:59.320 --> 00:31:00.020]   das nossas
[00:31:00.020 --> 00:31:01.200]   transgressões
[00:31:01.200 --> 00:31:01.940]   por causa
[00:31:01.940 --> 00:31:02.660]   da nossa
[00:31:02.660 --> 00:31:03.240]   iniquidade
[00:31:03.240 --> 00:31:03.900]   por causa
[00:31:03.900 --> 00:31:04.600]   dos nossos
[00:31:04.600 --> 00:31:05.220]   pecados
[00:31:05.220 --> 00:31:07.260]   mas em Cristo
[00:31:07.260 --> 00:31:08.860]   sou revestido
[00:31:08.860 --> 00:31:09.700]   de uma justiça
[00:31:09.700 --> 00:31:11.100]   que tampa a boca
[00:31:11.100 --> 00:31:12.260]   de qualquer demônio
[00:31:12.260 --> 00:31:14.740]   que tampa a boca
[00:31:14.740 --> 00:31:15.580]   de qualquer homem
[00:31:15.580 --> 00:31:17.820]   não importa qual
[00:31:17.820 --> 00:31:19.340]   através
[00:31:19.340 --> 00:31:20.800]   da obra
[00:31:20.800 --> 00:31:22.120]   grandiosa
[00:31:22.120 --> 00:31:23.380]   e maravilhosa
[00:31:23.380 --> 00:31:24.300]   do filho
[00:31:24.300 --> 00:31:26.560]   sou declarado
[00:31:26.560 --> 00:31:27.180]   justo
[00:31:27.180 --> 00:31:29.300]   e fujo
[00:31:29.300 --> 00:31:29.640]   da pena
[00:31:29.640 --> 00:31:30.180]   eterna
[00:31:30.180 --> 00:31:31.680]   eu escapo
[00:31:31.680 --> 00:31:32.060]   da pena
[00:31:32.060 --> 00:31:32.620]   eterna
[00:31:32.620 --> 00:31:34.140]   não pelos meus
[00:31:34.140 --> 00:31:34.640]   méritos
[00:31:34.640 --> 00:31:36.080]   jamais
[00:31:36.080 --> 00:31:36.840]   pelos meus
[00:31:36.840 --> 00:31:37.280]   méritos
[00:31:37.280 --> 00:31:38.920]   mas pelos
[00:31:38.920 --> 00:31:39.480]   méritos
[00:31:39.480 --> 00:31:40.800]   do nosso
[00:31:40.800 --> 00:31:41.720]   Senhor
[00:31:41.720 --> 00:31:42.560]   o homem
[00:31:42.560 --> 00:31:42.840]   Deus
[00:31:42.840 --> 00:31:43.480]   perfeito
[00:31:43.480 --> 00:31:44.380]   e completo
[00:31:44.380 --> 00:31:45.460]   que fez justiça
[00:31:45.460 --> 00:31:46.760]   completa
[00:31:46.760 --> 00:31:48.080]   e satisfez
[00:31:48.080 --> 00:31:49.260]   a justiça
[00:31:49.260 --> 00:31:50.200]   divina
[00:31:50.200 --> 00:31:51.460]   Cristo
[00:31:51.460 --> 00:31:53.580]   nosso Senhor
[00:31:53.580 --> 00:31:55.760]   nosso Redentor
[00:31:55.760 --> 00:31:58.260]   a segunda
[00:31:58.260 --> 00:31:59.000]   observação
[00:31:59.000 --> 00:32:00.440]   em relação
[00:32:00.440 --> 00:32:01.020]   ao segundo
[00:32:01.020 --> 00:32:01.480]   tempo
[00:32:01.480 --> 00:32:02.560]   que é o tempo
[00:32:02.560 --> 00:32:04.260]   de curar
[00:32:04.260 --> 00:32:06.400]   por mais
[00:32:06.400 --> 00:32:06.920]   que Deus
[00:32:06.920 --> 00:32:07.420]   nos tenha
[00:32:07.420 --> 00:32:08.560]   dado técnicas
[00:32:08.560 --> 00:32:09.760]   métodos
[00:32:09.760 --> 00:32:11.000]   instrumentos
[00:32:11.000 --> 00:32:11.960]   vacinas
[00:32:11.960 --> 00:32:13.180]   antibióticos
[00:32:13.180 --> 00:32:14.600]   todo e qualquer
[00:32:14.600 --> 00:32:15.760]   tipo de medicamento
[00:32:15.760 --> 00:32:17.120]   cirurgias
[00:32:17.120 --> 00:32:20.080]   nenhuma delas
[00:32:20.080 --> 00:32:20.680]   cura
[00:32:20.680 --> 00:32:22.400]   por completo
[00:32:22.400 --> 00:32:23.920]   o nosso ser
[00:32:23.920 --> 00:32:27.000]   todas as curas
[00:32:27.000 --> 00:32:27.680]   que nós encontramos
[00:32:27.680 --> 00:32:28.580]   debaixo do sol
[00:32:28.580 --> 00:32:29.260]   são
[00:32:29.260 --> 00:32:30.580]   paliativos
[00:32:30.580 --> 00:32:32.080]   que retardam
[00:32:32.080 --> 00:32:34.000]   o nosso fim
[00:32:34.000 --> 00:32:35.820]   a nossa morte
[00:32:35.820 --> 00:32:36.840]   aliás
[00:32:36.840 --> 00:32:38.020]   debaixo do sol
[00:32:38.020 --> 00:32:38.920]   não temos
[00:32:38.920 --> 00:32:39.400]   nem mesmo
[00:32:39.400 --> 00:32:40.080]   remédio
[00:32:40.080 --> 00:32:40.820]   para o pior
[00:32:40.820 --> 00:32:41.400]   dos males
[00:32:41.400 --> 00:32:42.700]   para a pior
[00:32:42.700 --> 00:32:43.520]   enfermidade
[00:32:43.520 --> 00:32:44.820]   que é o pecado
[00:32:44.820 --> 00:32:47.220]   mas nós temos
[00:32:47.220 --> 00:32:47.980]   o remédio
[00:32:47.980 --> 00:32:49.600]   um remédio
[00:32:49.600 --> 00:32:50.320]   que estava lá
[00:32:50.320 --> 00:32:51.380]   acima do sol
[00:32:51.380 --> 00:32:52.380]   e desceu
[00:32:52.380 --> 00:32:53.620]   penetrou a história
[00:32:53.620 --> 00:32:54.980]   humana
